Vendor,Vendor SKU,Link,Price,Shape,Carat Weight,Color Grade,Cut Grade,Clarity Grade,Fluorescence,Polish Grade,Symmetry Grade,Depth (%),Table,Girdle,Culet,Width,Height,Depth,Grading Lab,Grading Certificate ID,Grading Link,Origin,360 Video Link
Brilliant Earth,16746714Y,https://www.brilliantearth.com/loose-diamonds/view_detail/64045807/,280,Emerald,0.32,I,Ideal,SI1,None,Excellent,Very Good,69.1,67,Medium - Slightly Thick,,4.74,3.18,2.2,GIA,2534781909,https://www.gia.edu/report-check?reportno=2534781909,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2534781909&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,18347447A,https://www.brilliantearth.com/loose-diamonds/view_detail/76565632/,280,Round,0.3,E,Very Good,SI1,Strong,Excellent,Excellent,63.4,57,"Stk_To_Thk, Faceted",None,4.26,4.22,2.69,GIA,5543733277,https://www.gia.edu/report-check?reportno=5543733277,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5543733277&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,13822863Y,https://www.brilliantearth.com/loose-diamonds/view_detail/53482308/,280,Emerald,0.3,G,Ideal,SI1,None,Very Good,Very Good,64.7,68,Medium - Slightly Thick,None,4.59,3.24,2.1,GIA,1515375279,https://www.gia.edu/report-check?reportno=1515375279,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1515375279&surl=//image.brilliantearth.com/media/v360/&version=20
Brilliant Earth,18470522Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76834398/,280,Emerald,0.32,J,Ideal,VS2,None,Excellent,Very Good,67.2,70,Slightly Thick - Thick,,4.75,3.23,2.17,GIA,6525898484,https://www.gia.edu/report-check?reportno=6525898484,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6525898484&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,17223525A,https://www.brilliantearth.com/loose-diamonds/view_detail/76476535/,290,Emerald,0.31,I,Ideal,SI1,None,Very Good,Very Good,65.9,70,Thin - Slightly Thick,None,4.6,3.28,2.16,GIA,5546426848,https://www.gia.edu/report-check?reportno=5546426848,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5546426848&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,18005729Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75598613/,290,Princess,0.3,D,Ideal,SI1,None,Excellent,Good,74.3,72,Slightly Thick - Thick,None,3.71,3.55,2.64,GIA,6512683641,https://www.gia.edu/report-check?reportno=6512683641,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6512683641&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18347869A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566099/,290,Round,0.3,F,Very Good,SI2,Faint,Excellent,Excellent,60.9,58,"Med_To_Stk, Faceted",None,4.32,4.31,2.63,GIA,1543728945,https://www.gia.edu/report-check?reportno=1543728945,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1543728945&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18347602A,https://www.brilliantearth.com/loose-diamonds/view_detail/76565980/,290,Round,0.27,G,Ideal,SI1,None,Very Good,Excellent,62.5,56,"Medium - Slightly Thick, Faceted",None,4.13,4.11,2.57,GIA,2235764394,https://www.gia.edu/report-check?reportno=2235764394,Mined,
Brilliant Earth,15658628A,https://www.brilliantearth.com/loose-diamonds/view_detail/76485534/,290,Princess,0.32,H,Ideal,SI1,None,Very Good,Very Good,71.8,73,Slightly Thick - Thick,None,3.81,3.76,2.7,GIA,1535312140,https://www.gia.edu/report-check?reportno=1535312140,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1535312140&surl=//image.brilliantearth.com/media/v360/&version=32
Brilliant Earth,18471133A,https://www.brilliantearth.com/loose-diamonds/view_detail/76840876/,290,Round,0.31,J,Very Good,VS1,Faint,Very Good,Excellent,63.3,58,"Med_To_Stk, Faceted",None,4.3,4.28,2.71,GIA,3545829769,https://www.gia.edu/report-check?reportno=3545829769,Mined,
Brilliant Earth,13826597Y,https://www.brilliantearth.com/loose-diamonds/view_detail/50985541/,290,Emerald,0.3,F,Ideal,SI1,None,Very Good,Very Good,68.5,67,Medium - Thick,None,4.42,3.23,2.21,GIA,6515362560,https://www.gia.edu/report-check?reportno=6515362560,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6515362560&surl=//image.brilliantearth.com/media/v360/&version=22
Brilliant Earth,13822665Y,https://www.brilliantearth.com/loose-diamonds/view_detail/50987103/,290,Emerald,0.3,E,Ideal,SI1,None,Very Good,Very Good,66.5,65,Medium - Thick,None,4.38,3.32,2.21,GIA,1513353831,https://www.gia.edu/report-check?reportno=1513353831,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1513353831&surl=//image.brilliantearth.com/media/v360/&version=28
Brilliant Earth,18348137A,https://www.brilliantearth.com/loose-diamonds/view_detail/76568989/,300,Round,0.3,J,Super Ideal,VVS2,Medium,Excellent,Excellent,62.3,58,"Med_To_Stk, Faceted",None,4.3,4.29,2.68,GIA,6542733193,https://www.gia.edu/report-check?reportno=6542733193,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542733193&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18007341Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75593367/,300,Emerald,0.3,E,Ideal,SI1,None,Excellent,Very Good,64.4,69,Medium - Slightly Thick,None,4.41,3.32,2.14,GIA,2517537771,https://www.gia.edu/report-check?reportno=2517537771,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2517537771&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,13824588Y,https://www.brilliantearth.com/loose-diamonds/view_detail/50990421/,300,Emerald,0.37,G,Ideal,SI2,None,Excellent,Very Good,64.8,66,Medium - Slightly Thick,None,5.23,3.37,2.19,GIA,5483490618,https://www.gia.edu/report-check?reportno=5483490618,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5483490618&surl=//image.brilliantearth.com/media/v360/&version=43
Brilliant Earth,18470528Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76834418/,300,Emerald,0.31,I,Ideal,VS2,None,Very Good,Very Good,67,68,Slightly Thick - Thick,,4.55,3.26,2.18,GIA,7521827345,https://www.gia.edu/report-check?reportno=7521827345,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7521827345&surl=//image.brilliantearth.com/media/v360/&version=16
Brilliant Earth,18471237A,https://www.brilliantearth.com/loose-diamonds/view_detail/76840991/,300,Round,0.32,I,Very Good,SI1,None,Excellent,Excellent,63.6,57,"Stk_To_Thk, Faceted",None,4.3,4.27,2.73,GIA,6545830245,https://www.gia.edu/report-check?reportno=6545830245,Mined,
Brilliant Earth,16690647A,https://www.brilliantearth.com/loose-diamonds/view_detail/76731445/,300,Princess,0.3,F,Ideal,SI2,None,Excellent,Very Good,73.2,73,Slightly Thick - Thick,None,3.7,3.63,2.66,GIA,3545105565,https://www.gia.edu/report-check?reportno=3545105565,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=3545105565&surl=//image.brilliantearth.com/media/v360/&version=20
Brilliant Earth,18348290A,https://www.brilliantearth.com/loose-diamonds/view_detail/76569185/,300,Round,0.41,I,Good,SI2,Medium,Very Good,Very Good,64.8,56,"Thick - Very Thick, Faceted",None,4.62,4.6,2.99,GIA,1493598998,https://www.gia.edu/report-check?reportno=1493598998,Mined,
Brilliant Earth,14642968A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512169/,300,Round,0.3,J,Very Good,VS1,None,Very Good,Excellent,64.1,56,"Slightly Thick - Thick, Faceted",None,4.22,4.2,2.7,GIA,2526233768,https://www.gia.edu/report-check?reportno=2526233768,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2526233768&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,18347802A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566437/,300,Round,0.4,I,Good,SI2,None,Excellent,Very Good,65.3,59,Vtk Faceted,None,4.55,4.54,2.97,GIA,2496598611,https://www.gia.edu/report-check?reportno=2496598611,Mined,
Brilliant Earth,17617757A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512765/,300,Round,0.25,E,Ideal,SI1,Faint,Excellent,Very Good,62.8,57,"Med_To_Stk, Faceted",None,4.02,4,2.52,GIA,2544307021,https://www.gia.edu/report-check?reportno=2544307021,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2544307021&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18005704Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75598443/,300,Pear,0.3,I,Super Ideal,VVS2,None,Excellent,Excellent,61.7,58,Slightly Thick - Very Thick,None,6.29,3.62,2.24,GIA,7526154125,https://www.gia.edu/report-check?reportno=7526154125,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7526154125&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18348312A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566290/,300,Round,0.25,F,Ideal,SI1,None,Very Good,Excellent,61.3,59,"Medium - Slightly Thick, Faceted",None,4.07,4.05,2.49,GIA,5231764398,https://www.gia.edu/report-check?reportno=5231764398,Mined,
Brilliant Earth,18347783A,https://www.brilliantearth.com/loose-diamonds/view_detail/76569023/,300,Round,0.25,G,Very Good,VVS2,None,Good,Very Good,62.3,56,"Medium - Slightly Thick, Faceted",None,4.07,4.04,2.53,GIA,2233765880,https://www.gia.edu/report-check?reportno=2233765880,Mined,
Brilliant Earth,13821850Y,https://www.brilliantearth.com/loose-diamonds/view_detail/53101368/,300,Emerald,0.32,I,Super Ideal,VVS1,None,Excellent,Excellent,68.2,64,Slightly Thick - Thick,None,4.48,3.29,2.25,GIA,6515601487,https://www.gia.edu/report-check?reportno=6515601487,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6515601487&surl=//image.brilliantearth.com/media/v360/&version=40
Brilliant Earth,18348327A,https://www.brilliantearth.com/loose-diamonds/view_detail/76568952/,300,Round,0.28,G,Ideal,SI1,None,Very Good,Excellent,62.5,56,"Thin - Medium, Faceted",None,4.2,4.18,2.62,GIA,2235764281,https://www.gia.edu/report-check?reportno=2235764281,Mined,
Brilliant Earth,13572404A,https://www.brilliantearth.com/loose-diamonds/view_detail/76517392/,300,Round,0.31,G,Very Good,VS1,Strong,Excellent,Excellent,63.2,57,"Slightly Thick, Faceted",None,4.28,4.25,2.7,GIA,1513521073,https://www.gia.edu/report-check?reportno=1513521073,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1513521073&surl=//image.brilliantearth.com/media/v360/&version=14
Brilliant Earth,18143418Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76047882/,300,Round,0.31,F,Super Ideal,SI2,None,Excellent,Excellent,62.1,59,Medium - Slightly Thick,None,4.34,4.31,2.69,GIA,2514819536,https://www.gia.edu/report-check?reportno=2514819536,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2514819536&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,13824706Y,https://www.brilliantearth.com/loose-diamonds/view_detail/71153314/,300,Emerald,0.31,F,Ideal,SI1,None,Very Good,Very Good,64.5,66,Medium - Slightly Thick,None,4.68,3.3,2.13,GIA,3515090500,https://www.gia.edu/report-check?reportno=3515090500,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=3515090500&surl=//image.brilliantearth.com/media/v360/&version=20
Brilliant Earth,18347667A,https://www.brilliantearth.com/loose-diamonds/view_detail/76565615/,310,Round,0.31,H,Very Good,SI1,None,Excellent,Excellent,63.4,57,"Med_To_Stk, Faceted",None,4.29,4.28,2.72,GIA,7546733214,https://www.gia.edu/report-check?reportno=7546733214,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7546733214&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18347779A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566212/,310,Round,0.3,I,Super Ideal,VS2,Faint,Excellent,Excellent,62.4,57,"Med_To_Stk, Faceted",None,4.3,4.28,2.68,GIA,3545733177,https://www.gia.edu/report-check?reportno=3545733177,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=3545733177&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18347946A,https://www.brilliantearth.com/loose-diamonds/view_detail/76569054/,310,Round,0.31,I,Very Good,VS2,None,Excellent,Excellent,62.9,59,"Stk_To_Thk, Faceted",None,4.27,4.26,2.69,GIA,6542729048,https://www.gia.edu/report-check?reportno=6542729048,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542729048&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18006732Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75598983/,310,Round,0.31,E,Super Ideal,SI2,None,Excellent,Excellent,60.9,61,Medium - Slightly Thick,None,4.37,4.33,2.65,GIA,1485957295,https://www.gia.edu/report-check?reportno=1485957295,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1485957295&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,13824989Y,https://www.brilliantearth.com/loose-diamonds/view_detail/59168477/,310,Round,0.32,E,Super Ideal,SI2,None,Excellent,Excellent,62.5,57,Medium,None,4.41,4.38,2.74,GIA,6492261878,https://www.gia.edu/report-check?reportno=6492261878,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6492261878&surl=//image.brilliantearth.com/media/v360/&version=51
Brilliant Earth,18348079A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566215/,310,Round,0.41,F,Good,SI1,Strong,Excellent,Excellent,65.5,56,"Thick, Faceted",None,4.61,4.59,3.01,GIA,1508100955,https://www.gia.edu/report-check?reportno=1508100955,Mined,
Brilliant Earth,17383460A,https://www.brilliantearth.com/loose-diamonds/view_detail/76517937/,310,Round,0.3,J,Super Ideal,VVS2,Faint,Excellent,Excellent,61.8,58,"Medium, Faceted",None,4.33,4.31,2.67,GIA,1543295442,https://www.gia.edu/report-check?reportno=1543295442,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1543295442&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17547541A,https://www.brilliantearth.com/loose-diamonds/view_detail/76518615/,310,Round,0.27,I,Ideal,VVS2,None,Excellent,Very Good,62.2,56,"Med_To_Stk, Faceted",None,4.15,4.13,2.58,GIA,2546319974,https://www.gia.edu/report-check?reportno=2546319974,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2546319974&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17934538A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512866/,310,Round,0.25,I,Ideal,IF,None,Excellent,Very Good,62.3,58,"Med_To_Stk, Faceted",None,4.02,4,2.5,GIA,5546575725,https://www.gia.edu/report-check?reportno=5546575725,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5546575725&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17866809A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512677/,310,Round,0.31,I,Very Good,VS2,None,Excellent,Very Good,62.1,60,"Stk_To_Thk, Faceted",None,4.29,4.28,2.66,GIA,6542579894,https://www.gia.edu/report-check?reportno=6542579894,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542579894&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,18006654Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75598732/,310,Emerald,0.37,I,Ideal,VS2,Medium,Excellent,Very Good,68.4,64,Medium - Slightly Thick,None,4.77,3.39,2.32,GIA,6515898478,https://www.gia.edu/report-check?reportno=6515898478,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6515898478&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18347878A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566381/,310,Round,0.31,H,Very Good,SI1,None,Excellent,Excellent,63.3,58,"Stk_To_Thk, Faceted",None,4.31,4.29,2.72,GIA,2546733188,https://www.gia.edu/report-check?reportno=2546733188,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2546733188&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,14964410A,https://www.brilliantearth.com/loose-diamonds/view_detail/76517405/,310,Round,0.3,E,Very Good,SI2,None,Excellent,Excellent,63.8,58,"Slightly Thick - Thick, Faceted",None,4.21,4.19,2.68,GIA,7526559778,https://www.gia.edu/report-check?reportno=7526559778,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7526559778&surl=//image.brilliantearth.com/media/v360/&version=10
Brilliant Earth,17203455A,https://www.brilliantearth.com/loose-diamonds/view_detail/76515900/,310,Round,0.25,F,Very Good,VS2,None,Good,Excellent,62.2,57,"Medium - Slightly Thick, Faceted",None,4.04,4.03,2.51,GIA,1236824814,https://www.gia.edu/report-check?reportno=1236824814,Mined,
Brilliant Earth,17866783A,https://www.brilliantearth.com/loose-diamonds/view_detail/76515742/,310,Round,0.31,I,Ideal,SI1,None,Very Good,Excellent,61.4,58,"Thn_To_Med, Faceted",None,4.36,4.34,2.67,GIA,5543576425,https://www.gia.edu/report-check?reportno=5543576425,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5543576425&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17200165A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512228/,310,Round,0.26,E,Very Good,SI1,None,Excellent,Excellent,62.2,58,"Medium - Slightly Thick, Faceted",None,4.12,4.11,2.56,GIA,1232814215,https://www.gia.edu/report-check?reportno=1232814215,Mined,
Brilliant Earth,17401380Y,https://www.brilliantearth.com/loose-diamonds/view_detail/71426021/,310,Emerald,0.31,J,Super Ideal,VS1,None,Excellent,Excellent,65.9,68,Slightly Thick - Thick,None,4.56,3.26,2.15,GIA,2537689382,https://www.gia.edu/report-check?reportno=2537689382,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2537689382&surl=//image.brilliantearth.com/media/v360/&version=4
Brilliant Earth,13826494Y,https://www.brilliantearth.com/loose-diamonds/view_detail/54212190/,310,Emerald,0.3,G,Ideal,VVS1,Faint,Excellent,Very Good,71.8,68,Thick - Very Thick,None,4.18,3.21,2.31,GIA,6515409372,https://www.gia.edu/report-check?reportno=6515409372,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6515409372&surl=//image.brilliantearth.com/media/v360/&version=22
Brilliant Earth,18471138A,https://www.brilliantearth.com/loose-diamonds/view_detail/76840927/,310,Round,0.3,F,Very Good,SI1,None,Excellent,Excellent,62.4,58,"Stk_To_Thk, Faceted",None,4.23,4.22,2.64,GIA,6541830032,https://www.gia.edu/report-check?reportno=6541830032,Mined,
Brilliant Earth,17383127A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512699/,310,Round,0.31,H,Super Ideal,SI2,Faint,Excellent,Excellent,62.2,58,"Med_To_Stk, Faceted",None,4.33,4.31,2.69,GIA,7541297957,https://www.gia.edu/report-check?reportno=7541297957,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7541297957&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16312424A,https://www.brilliantearth.com/loose-diamonds/view_detail/76518587/,310,Round,0.33,H,Super Ideal,VS2,Strong,Excellent,Excellent,61.7,57,"Medium, Faceted",None,4.48,4.46,2.76,GIA,2537575793,https://www.gia.edu/report-check?reportno=2537575793,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2537575793&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18470533Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76834486/,310,Emerald,0.36,G,Ideal,VS2,Medium,Very Good,Very Good,68.2,65,Slightly Thick - Thick,,4.79,3.55,2.42,GIA,6535101665,https://www.gia.edu/report-check?reportno=6535101665,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6535101665&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,17547485A,https://www.brilliantearth.com/loose-diamonds/view_detail/76517458/,310,Round,0.25,I,Super Ideal,VVS1,None,Excellent,Excellent,62.4,57,"Med_To_Stk, Faceted",None,4.02,4,2.5,GIA,2547320010,https://www.gia.edu/report-check?reportno=2547320010,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2547320010&surl=//image.brilliantearth.com/media/v360/&version=0
